,subject,session,task,check,path,confounds_path,path,confounds_path
597,9067,1,arrows,TRUE,sub-9067/ses-1/func/sub-9067_ses-1_task-arrows,sub-9067/ses-1/func/sub-9067_ses-1_task-arrows,sub-9067/ses-1/func/sub-9067_ses-1_task-arrows,sub-9067/ses-1/func/sub-9067_ses-1_task-arrows
600,9067,1,faces,TRUE,sub-9067/ses-1/func/sub-9067_ses-1_task-faces,sub-9067/ses-1/func/sub-9067_ses-1_task-faces,sub-9067/ses-1/func/sub-9067_ses-1_task-faces,sub-9067/ses-1/func/sub-9067_ses-1_task-faces
599,9067,1,hands,TRUE,sub-9067/ses-1/func/sub-9067_ses-1_task-hands,sub-9067/ses-1/func/sub-9067_ses-1_task-hands,sub-9067/ses-1/func/sub-9067_ses-1_task-hands,sub-9067/ses-1/func/sub-9067_ses-1_task-hands
601,9067,1,rest,TRUE,sub-9067/ses-1/func/sub-9067_ses-1_task-rest,sub-9067/ses-1/func/sub-9067_ses-1_task-rest,sub-9067/ses-1/func/sub-9067_ses-1_task-rest,sub-9067/ses-1/func/sub-9067_ses-1_task-rest
598,9067,1,sleepiness,TRUE,sub-9067/ses-1/func/sub-9067_ses-1_task-sleepiness,sub-9067/ses-1/func/sub-9067_ses-1_task-sleepiness,sub-9067/ses-1/func/sub-9067_ses-1_task-sleepiness,sub-9067/ses-1/func/sub-9067_ses-1_task-sleepiness
592,9067,2,arrows,TRUE,sub-9067/ses-2/func/sub-9067_ses-2_task-arrows,sub-9067/ses-2/func/sub-9067_ses-2_task-arrows,sub-9067/ses-2/func/sub-9067_ses-2_task-arrows,sub-9067/ses-2/func/sub-9067_ses-2_task-arrows
596,9067,2,faces,TRUE,sub-9067/ses-2/func/sub-9067_ses-2_task-faces,sub-9067/ses-2/func/sub-9067_ses-2_task-faces,sub-9067/ses-2/func/sub-9067_ses-2_task-faces,sub-9067/ses-2/func/sub-9067_ses-2_task-faces
594,9067,2,hands,TRUE,sub-9067/ses-2/func/sub-9067_ses-2_task-hands,sub-9067/ses-2/func/sub-9067_ses-2_task-hands,sub-9067/ses-2/func/sub-9067_ses-2_task-hands,sub-9067/ses-2/func/sub-9067_ses-2_task-hands
593,9067,2,rest,TRUE,sub-9067/ses-2/func/sub-9067_ses-2_task-rest,sub-9067/ses-2/func/sub-9067_ses-2_task-rest,sub-9067/ses-2/func/sub-9067_ses-2_task-rest,sub-9067/ses-2/func/sub-9067_ses-2_task-rest
595,9067,2,sleepiness,TRUE,sub-9067/ses-2/func/sub-9067_ses-2_task-sleepiness,sub-9067/ses-2/func/sub-9067_ses-2_task-sleepiness,sub-9067/ses-2/func/sub-9067_ses-2_task-sleepiness,sub-9067/ses-2/func/sub-9067_ses-2_task-sleepiness
631,9068,1,arrows,TRUE,sub-9068/ses-1/func/sub-9068_ses-1_task-arrows,sub-9068/ses-1/func/sub-9068_ses-1_task-arrows,sub-9068/ses-1/func/sub-9068_ses-1_task-arrows,sub-9068/ses-1/func/sub-9068_ses-1_task-arrows
627,9068,1,faces,TRUE,sub-9068/ses-1/func/sub-9068_ses-1_task-faces,sub-9068/ses-1/func/sub-9068_ses-1_task-faces,sub-9068/ses-1/func/sub-9068_ses-1_task-faces,sub-9068/ses-1/func/sub-9068_ses-1_task-faces
629,9068,1,hands,TRUE,sub-9068/ses-1/func/sub-9068_ses-1_task-hands,sub-9068/ses-1/func/sub-9068_ses-1_task-hands,sub-9068/ses-1/func/sub-9068_ses-1_task-hands,sub-9068/ses-1/func/sub-9068_ses-1_task-hands
630,9068,1,rest,TRUE,sub-9068/ses-1/func/sub-9068_ses-1_task-rest,sub-9068/ses-1/func/sub-9068_ses-1_task-rest,sub-9068/ses-1/func/sub-9068_ses-1_task-rest,sub-9068/ses-1/func/sub-9068_ses-1_task-rest
628,9068,1,sleepiness,TRUE,sub-9068/ses-1/func/sub-9068_ses-1_task-sleepiness,sub-9068/ses-1/func/sub-9068_ses-1_task-sleepiness,sub-9068/ses-1/func/sub-9068_ses-1_task-sleepiness,sub-9068/ses-1/func/sub-9068_ses-1_task-sleepiness
626,9068,2,arrows,TRUE,sub-9068/ses-2/func/sub-9068_ses-2_task-arrows,sub-9068/ses-2/func/sub-9068_ses-2_task-arrows,sub-9068/ses-2/func/sub-9068_ses-2_task-arrows,sub-9068/ses-2/func/sub-9068_ses-2_task-arrows
622,9068,2,faces,TRUE,sub-9068/ses-2/func/sub-9068_ses-2_task-faces,sub-9068/ses-2/func/sub-9068_ses-2_task-faces,sub-9068/ses-2/func/sub-9068_ses-2_task-faces,sub-9068/ses-2/func/sub-9068_ses-2_task-faces
624,9068,2,hands,TRUE,sub-9068/ses-2/func/sub-9068_ses-2_task-hands,sub-9068/ses-2/func/sub-9068_ses-2_task-hands,sub-9068/ses-2/func/sub-9068_ses-2_task-hands,sub-9068/ses-2/func/sub-9068_ses-2_task-hands
623,9068,2,rest,TRUE,sub-9068/ses-2/func/sub-9068_ses-2_task-rest,sub-9068/ses-2/func/sub-9068_ses-2_task-rest,sub-9068/ses-2/func/sub-9068_ses-2_task-rest,sub-9068/ses-2/func/sub-9068_ses-2_task-rest
625,9068,2,sleepiness,TRUE,sub-9068/ses-2/func/sub-9068_ses-2_task-sleepiness,sub-9068/ses-2/func/sub-9068_ses-2_task-sleepiness,sub-9068/ses-2/func/sub-9068_ses-2_task-sleepiness,sub-9068/ses-2/func/sub-9068_ses-2_task-sleepiness
421,9069,1,arrows,TRUE,sub-9069/ses-1/func/sub-9069_ses-1_task-arrows,sub-9069/ses-1/func/sub-9069_ses-1_task-arrows,sub-9069/ses-1/func/sub-9069_ses-1_task-arrows,sub-9069/ses-1/func/sub-9069_ses-1_task-arrows
417,9069,1,faces,TRUE,sub-9069/ses-1/func/sub-9069_ses-1_task-faces,sub-9069/ses-1/func/sub-9069_ses-1_task-faces,sub-9069/ses-1/func/sub-9069_ses-1_task-faces,sub-9069/ses-1/func/sub-9069_ses-1_task-faces
419,9069,1,hands,TRUE,sub-9069/ses-1/func/sub-9069_ses-1_task-hands,sub-9069/ses-1/func/sub-9069_ses-1_task-hands,sub-9069/ses-1/func/sub-9069_ses-1_task-hands,sub-9069/ses-1/func/sub-9069_ses-1_task-hands
420,9069,1,rest,TRUE,sub-9069/ses-1/func/sub-9069_ses-1_task-rest,sub-9069/ses-1/func/sub-9069_ses-1_task-rest,sub-9069/ses-1/func/sub-9069_ses-1_task-rest,sub-9069/ses-1/func/sub-9069_ses-1_task-rest
418,9069,1,sleepiness,TRUE,sub-9069/ses-1/func/sub-9069_ses-1_task-sleepiness,sub-9069/ses-1/func/sub-9069_ses-1_task-sleepiness,sub-9069/ses-1/func/sub-9069_ses-1_task-sleepiness,sub-9069/ses-1/func/sub-9069_ses-1_task-sleepiness
413,9069,2,arrows,TRUE,sub-9069/ses-2/func/sub-9069_ses-2_task-arrows,sub-9069/ses-2/func/sub-9069_ses-2_task-arrows,sub-9069/ses-2/func/sub-9069_ses-2_task-arrows,sub-9069/ses-2/func/sub-9069_ses-2_task-arrows
416,9069,2,faces,TRUE,sub-9069/ses-2/func/sub-9069_ses-2_task-faces,sub-9069/ses-2/func/sub-9069_ses-2_task-faces,sub-9069/ses-2/func/sub-9069_ses-2_task-faces,sub-9069/ses-2/func/sub-9069_ses-2_task-faces
415,9069,2,hands,TRUE,sub-9069/ses-2/func/sub-9069_ses-2_task-hands,sub-9069/ses-2/func/sub-9069_ses-2_task-hands,sub-9069/ses-2/func/sub-9069_ses-2_task-hands,sub-9069/ses-2/func/sub-9069_ses-2_task-hands
412,9069,2,rest,TRUE,sub-9069/ses-2/func/sub-9069_ses-2_task-rest,sub-9069/ses-2/func/sub-9069_ses-2_task-rest,sub-9069/ses-2/func/sub-9069_ses-2_task-rest,sub-9069/ses-2/func/sub-9069_ses-2_task-rest
414,9069,2,sleepiness,TRUE,sub-9069/ses-2/func/sub-9069_ses-2_task-sleepiness,sub-9069/ses-2/func/sub-9069_ses-2_task-sleepiness,sub-9069/ses-2/func/sub-9069_ses-2_task-sleepiness,sub-9069/ses-2/func/sub-9069_ses-2_task-sleepiness
17,9070,1,arrows,TRUE,sub-9070/ses-1/func/sub-9070_ses-1_task-arrows,sub-9070/ses-1/func/sub-9070_ses-1_task-arrows,sub-9070/ses-1/func/sub-9070_ses-1_task-arrows,sub-9070/ses-1/func/sub-9070_ses-1_task-arrows
19,9070,1,faces,TRUE,sub-9070/ses-1/func/sub-9070_ses-1_task-faces,sub-9070/ses-1/func/sub-9070_ses-1_task-faces,sub-9070/ses-1/func/sub-9070_ses-1_task-faces,sub-9070/ses-1/func/sub-9070_ses-1_task-faces
18,9070,1,hands,TRUE,sub-9070/ses-1/func/sub-9070_ses-1_task-hands,sub-9070/ses-1/func/sub-9070_ses-1_task-hands,sub-9070/ses-1/func/sub-9070_ses-1_task-hands,sub-9070/ses-1/func/sub-9070_ses-1_task-hands
16,9070,1,rest,TRUE,sub-9070/ses-1/func/sub-9070_ses-1_task-rest,sub-9070/ses-1/func/sub-9070_ses-1_task-rest,sub-9070/ses-1/func/sub-9070_ses-1_task-rest,sub-9070/ses-1/func/sub-9070_ses-1_task-rest
15,9070,1,sleepiness,TRUE,sub-9070/ses-1/func/sub-9070_ses-1_task-sleepiness,sub-9070/ses-1/func/sub-9070_ses-1_task-sleepiness,sub-9070/ses-1/func/sub-9070_ses-1_task-sleepiness,sub-9070/ses-1/func/sub-9070_ses-1_task-sleepiness
11,9070,2,arrows,TRUE,sub-9070/ses-2/func/sub-9070_ses-2_task-arrows,sub-9070/ses-2/func/sub-9070_ses-2_task-arrows,sub-9070/ses-2/func/sub-9070_ses-2_task-arrows,sub-9070/ses-2/func/sub-9070_ses-2_task-arrows
10,9070,2,faces,TRUE,sub-9070/ses-2/func/sub-9070_ses-2_task-faces,sub-9070/ses-2/func/sub-9070_ses-2_task-faces,sub-9070/ses-2/func/sub-9070_ses-2_task-faces,sub-9070/ses-2/func/sub-9070_ses-2_task-faces
14,9070,2,hands,TRUE,sub-9070/ses-2/func/sub-9070_ses-2_task-hands,sub-9070/ses-2/func/sub-9070_ses-2_task-hands,sub-9070/ses-2/func/sub-9070_ses-2_task-hands,sub-9070/ses-2/func/sub-9070_ses-2_task-hands
12,9070,2,rest,TRUE,sub-9070/ses-2/func/sub-9070_ses-2_task-rest,sub-9070/ses-2/func/sub-9070_ses-2_task-rest,sub-9070/ses-2/func/sub-9070_ses-2_task-rest,sub-9070/ses-2/func/sub-9070_ses-2_task-rest
13,9070,2,sleepiness,TRUE,sub-9070/ses-2/func/sub-9070_ses-2_task-sleepiness,sub-9070/ses-2/func/sub-9070_ses-2_task-sleepiness,sub-9070/ses-2/func/sub-9070_ses-2_task-sleepiness,sub-9070/ses-2/func/sub-9070_ses-2_task-sleepiness
639,9071,1,arrows,TRUE,sub-9071/ses-1/func/sub-9071_ses-1_task-arrows,sub-9071/ses-1/func/sub-9071_ses-1_task-arrows,sub-9071/ses-1/func/sub-9071_ses-1_task-arrows,sub-9071/ses-1/func/sub-9071_ses-1_task-arrows
637,9071,1,faces,TRUE,sub-9071/ses-1/func/sub-9071_ses-1_task-faces,sub-9071/ses-1/func/sub-9071_ses-1_task-faces,sub-9071/ses-1/func/sub-9071_ses-1_task-faces,sub-9071/ses-1/func/sub-9071_ses-1_task-faces
640,9071,1,hands,TRUE,sub-9071/ses-1/func/sub-9071_ses-1_task-hands,sub-9071/ses-1/func/sub-9071_ses-1_task-hands,sub-9071/ses-1/func/sub-9071_ses-1_task-hands,sub-9071/ses-1/func/sub-9071_ses-1_task-hands
638,9071,1,rest,TRUE,sub-9071/ses-1/func/sub-9071_ses-1_task-rest,sub-9071/ses-1/func/sub-9071_ses-1_task-rest,sub-9071/ses-1/func/sub-9071_ses-1_task-rest,sub-9071/ses-1/func/sub-9071_ses-1_task-rest
641,9071,1,sleepiness,TRUE,sub-9071/ses-1/func/sub-9071_ses-1_task-sleepiness,sub-9071/ses-1/func/sub-9071_ses-1_task-sleepiness,sub-9071/ses-1/func/sub-9071_ses-1_task-sleepiness,sub-9071/ses-1/func/sub-9071_ses-1_task-sleepiness
634,9071,2,arrows,TRUE,sub-9071/ses-2/func/sub-9071_ses-2_task-arrows,sub-9071/ses-2/func/sub-9071_ses-2_task-arrows,sub-9071/ses-2/func/sub-9071_ses-2_task-arrows,sub-9071/ses-2/func/sub-9071_ses-2_task-arrows
635,9071,2,faces,TRUE,sub-9071/ses-2/func/sub-9071_ses-2_task-faces,sub-9071/ses-2/func/sub-9071_ses-2_task-faces,sub-9071/ses-2/func/sub-9071_ses-2_task-faces,sub-9071/ses-2/func/sub-9071_ses-2_task-faces
632,9071,2,hands,TRUE,sub-9071/ses-2/func/sub-9071_ses-2_task-hands,sub-9071/ses-2/func/sub-9071_ses-2_task-hands,sub-9071/ses-2/func/sub-9071_ses-2_task-hands,sub-9071/ses-2/func/sub-9071_ses-2_task-hands
636,9071,2,rest,TRUE,sub-9071/ses-2/func/sub-9071_ses-2_task-rest,sub-9071/ses-2/func/sub-9071_ses-2_task-rest,sub-9071/ses-2/func/sub-9071_ses-2_task-rest,sub-9071/ses-2/func/sub-9071_ses-2_task-rest
633,9071,2,sleepiness,TRUE,sub-9071/ses-2/func/sub-9071_ses-2_task-sleepiness,sub-9071/ses-2/func/sub-9071_ses-2_task-sleepiness,sub-9071/ses-2/func/sub-9071_ses-2_task-sleepiness,sub-9071/ses-2/func/sub-9071_ses-2_task-sleepiness
782,9072,1,arrows,TRUE,sub-9072/ses-1/func/sub-9072_ses-1_task-arrows,sub-9072/ses-1/func/sub-9072_ses-1_task-arrows,sub-9072/ses-1/func/sub-9072_ses-1_task-arrows,sub-9072/ses-1/func/sub-9072_ses-1_task-arrows
780,9072,1,faces,TRUE,sub-9072/ses-1/func/sub-9072_ses-1_task-faces,sub-9072/ses-1/func/sub-9072_ses-1_task-faces,sub-9072/ses-1/func/sub-9072_ses-1_task-faces,sub-9072/ses-1/func/sub-9072_ses-1_task-faces
784,9072,1,hands,TRUE,sub-9072/ses-1/func/sub-9072_ses-1_task-hands,sub-9072/ses-1/func/sub-9072_ses-1_task-hands,sub-9072/ses-1/func/sub-9072_ses-1_task-hands,sub-9072/ses-1/func/sub-9072_ses-1_task-hands
783,9072,1,rest,TRUE,sub-9072/ses-1/func/sub-9072_ses-1_task-rest,sub-9072/ses-1/func/sub-9072_ses-1_task-rest,sub-9072/ses-1/func/sub-9072_ses-1_task-rest,sub-9072/ses-1/func/sub-9072_ses-1_task-rest
781,9072,1,sleepiness,TRUE,sub-9072/ses-1/func/sub-9072_ses-1_task-sleepiness,sub-9072/ses-1/func/sub-9072_ses-1_task-sleepiness,sub-9072/ses-1/func/sub-9072_ses-1_task-sleepiness,sub-9072/ses-1/func/sub-9072_ses-1_task-sleepiness
777,9072,2,arrows,TRUE,sub-9072/ses-2/func/sub-9072_ses-2_task-arrows,sub-9072/ses-2/func/sub-9072_ses-2_task-arrows,sub-9072/ses-2/func/sub-9072_ses-2_task-arrows,sub-9072/ses-2/func/sub-9072_ses-2_task-arrows
779,9072,2,faces,TRUE,sub-9072/ses-2/func/sub-9072_ses-2_task-faces,sub-9072/ses-2/func/sub-9072_ses-2_task-faces,sub-9072/ses-2/func/sub-9072_ses-2_task-faces,sub-9072/ses-2/func/sub-9072_ses-2_task-faces
775,9072,2,hands,TRUE,sub-9072/ses-2/func/sub-9072_ses-2_task-hands,sub-9072/ses-2/func/sub-9072_ses-2_task-hands,sub-9072/ses-2/func/sub-9072_ses-2_task-hands,sub-9072/ses-2/func/sub-9072_ses-2_task-hands
776,9072,2,rest,TRUE,sub-9072/ses-2/func/sub-9072_ses-2_task-rest,sub-9072/ses-2/func/sub-9072_ses-2_task-rest,sub-9072/ses-2/func/sub-9072_ses-2_task-rest,sub-9072/ses-2/func/sub-9072_ses-2_task-rest
778,9072,2,sleepiness,TRUE,sub-9072/ses-2/func/sub-9072_ses-2_task-sleepiness,sub-9072/ses-2/func/sub-9072_ses-2_task-sleepiness,sub-9072/ses-2/func/sub-9072_ses-2_task-sleepiness,sub-9072/ses-2/func/sub-9072_ses-2_task-sleepiness
295,9073,1,arrows,TRUE,sub-9073/ses-1/func/sub-9073_ses-1_task-arrows,sub-9073/ses-1/func/sub-9073_ses-1_task-arrows,sub-9073/ses-1/func/sub-9073_ses-1_task-arrows,sub-9073/ses-1/func/sub-9073_ses-1_task-arrows
293,9073,1,faces,TRUE,sub-9073/ses-1/func/sub-9073_ses-1_task-faces,sub-9073/ses-1/func/sub-9073_ses-1_task-faces,sub-9073/ses-1/func/sub-9073_ses-1_task-faces,sub-9073/ses-1/func/sub-9073_ses-1_task-faces
292,9073,1,hands,TRUE,sub-9073/ses-1/func/sub-9073_ses-1_task-hands,sub-9073/ses-1/func/sub-9073_ses-1_task-hands,sub-9073/ses-1/func/sub-9073_ses-1_task-hands,sub-9073/ses-1/func/sub-9073_ses-1_task-hands
294,9073,1,rest,TRUE,sub-9073/ses-1/func/sub-9073_ses-1_task-rest,sub-9073/ses-1/func/sub-9073_ses-1_task-rest,sub-9073/ses-1/func/sub-9073_ses-1_task-rest,sub-9073/ses-1/func/sub-9073_ses-1_task-rest
291,9073,1,sleepiness,TRUE,sub-9073/ses-1/func/sub-9073_ses-1_task-sleepiness,sub-9073/ses-1/func/sub-9073_ses-1_task-sleepiness,sub-9073/ses-1/func/sub-9073_ses-1_task-sleepiness,sub-9073/ses-1/func/sub-9073_ses-1_task-sleepiness
287,9073,2,arrows,TRUE,sub-9073/ses-2/func/sub-9073_ses-2_task-arrows,sub-9073/ses-2/func/sub-9073_ses-2_task-arrows,sub-9073/ses-2/func/sub-9073_ses-2_task-arrows,sub-9073/ses-2/func/sub-9073_ses-2_task-arrows
288,9073,2,faces,TRUE,sub-9073/ses-2/func/sub-9073_ses-2_task-faces,sub-9073/ses-2/func/sub-9073_ses-2_task-faces,sub-9073/ses-2/func/sub-9073_ses-2_task-faces,sub-9073/ses-2/func/sub-9073_ses-2_task-faces
289,9073,2,hands,TRUE,sub-9073/ses-2/func/sub-9073_ses-2_task-hands,sub-9073/ses-2/func/sub-9073_ses-2_task-hands,sub-9073/ses-2/func/sub-9073_ses-2_task-hands,sub-9073/ses-2/func/sub-9073_ses-2_task-hands
290,9073,2,rest,TRUE,sub-9073/ses-2/func/sub-9073_ses-2_task-rest,sub-9073/ses-2/func/sub-9073_ses-2_task-rest,sub-9073/ses-2/func/sub-9073_ses-2_task-rest,sub-9073/ses-2/func/sub-9073_ses-2_task-rest
286,9073,2,sleepiness,TRUE,sub-9073/ses-2/func/sub-9073_ses-2_task-sleepiness,sub-9073/ses-2/func/sub-9073_ses-2_task-sleepiness,sub-9073/ses-2/func/sub-9073_ses-2_task-sleepiness,sub-9073/ses-2/func/sub-9073_ses-2_task-sleepiness
328,9074,1,arrows,TRUE,sub-9074/ses-1/func/sub-9074_ses-1_task-arrows,sub-9074/ses-1/func/sub-9074_ses-1_task-arrows,sub-9074/ses-1/func/sub-9074_ses-1_task-arrows,sub-9074/ses-1/func/sub-9074_ses-1_task-arrows
331,9074,1,faces,TRUE,sub-9074/ses-1/func/sub-9074_ses-1_task-faces,sub-9074/ses-1/func/sub-9074_ses-1_task-faces,sub-9074/ses-1/func/sub-9074_ses-1_task-faces,sub-9074/ses-1/func/sub-9074_ses-1_task-faces
330,9074,1,hands,TRUE,sub-9074/ses-1/func/sub-9074_ses-1_task-hands,sub-9074/ses-1/func/sub-9074_ses-1_task-hands,sub-9074/ses-1/func/sub-9074_ses-1_task-hands,sub-9074/ses-1/func/sub-9074_ses-1_task-hands
329,9074,1,rest,TRUE,sub-9074/ses-1/func/sub-9074_ses-1_task-rest,sub-9074/ses-1/func/sub-9074_ses-1_task-rest,sub-9074/ses-1/func/sub-9074_ses-1_task-rest,sub-9074/ses-1/func/sub-9074_ses-1_task-rest
327,9074,1,sleepiness,TRUE,sub-9074/ses-1/func/sub-9074_ses-1_task-sleepiness,sub-9074/ses-1/func/sub-9074_ses-1_task-sleepiness,sub-9074/ses-1/func/sub-9074_ses-1_task-sleepiness,sub-9074/ses-1/func/sub-9074_ses-1_task-sleepiness
323,9074,2,arrows,TRUE,sub-9074/ses-2/func/sub-9074_ses-2_task-arrows,sub-9074/ses-2/func/sub-9074_ses-2_task-arrows,sub-9074/ses-2/func/sub-9074_ses-2_task-arrows,sub-9074/ses-2/func/sub-9074_ses-2_task-arrows
325,9074,2,faces,TRUE,sub-9074/ses-2/func/sub-9074_ses-2_task-faces,sub-9074/ses-2/func/sub-9074_ses-2_task-faces,sub-9074/ses-2/func/sub-9074_ses-2_task-faces,sub-9074/ses-2/func/sub-9074_ses-2_task-faces
326,9074,2,hands,TRUE,sub-9074/ses-2/func/sub-9074_ses-2_task-hands,sub-9074/ses-2/func/sub-9074_ses-2_task-hands,sub-9074/ses-2/func/sub-9074_ses-2_task-hands,sub-9074/ses-2/func/sub-9074_ses-2_task-hands
322,9074,2,rest,TRUE,sub-9074/ses-2/func/sub-9074_ses-2_task-rest,sub-9074/ses-2/func/sub-9074_ses-2_task-rest,sub-9074/ses-2/func/sub-9074_ses-2_task-rest,sub-9074/ses-2/func/sub-9074_ses-2_task-rest
324,9074,2,sleepiness,TRUE,sub-9074/ses-2/func/sub-9074_ses-2_task-sleepiness,sub-9074/ses-2/func/sub-9074_ses-2_task-sleepiness,sub-9074/ses-2/func/sub-9074_ses-2_task-sleepiness,sub-9074/ses-2/func/sub-9074_ses-2_task-sleepiness
808,9075,1,arrows,TRUE,sub-9075/ses-1/func/sub-9075_ses-1_task-arrows,sub-9075/ses-1/func/sub-9075_ses-1_task-arrows,sub-9075/ses-1/func/sub-9075_ses-1_task-arrows,sub-9075/ses-1/func/sub-9075_ses-1_task-arrows
807,9075,1,faces,TRUE,sub-9075/ses-1/func/sub-9075_ses-1_task-faces,sub-9075/ses-1/func/sub-9075_ses-1_task-faces,sub-9075/ses-1/func/sub-9075_ses-1_task-faces,sub-9075/ses-1/func/sub-9075_ses-1_task-faces
806,9075,1,hands,TRUE,sub-9075/ses-1/func/sub-9075_ses-1_task-hands,sub-9075/ses-1/func/sub-9075_ses-1_task-hands,sub-9075/ses-1/func/sub-9075_ses-1_task-hands,sub-9075/ses-1/func/sub-9075_ses-1_task-hands
805,9075,1,rest,TRUE,sub-9075/ses-1/func/sub-9075_ses-1_task-rest,sub-9075/ses-1/func/sub-9075_ses-1_task-rest,sub-9075/ses-1/func/sub-9075_ses-1_task-rest,sub-9075/ses-1/func/sub-9075_ses-1_task-rest
809,9075,1,sleepiness,TRUE,sub-9075/ses-1/func/sub-9075_ses-1_task-sleepiness,sub-9075/ses-1/func/sub-9075_ses-1_task-sleepiness,sub-9075/ses-1/func/sub-9075_ses-1_task-sleepiness,sub-9075/ses-1/func/sub-9075_ses-1_task-sleepiness
804,9075,2,arrows,TRUE,sub-9075/ses-2/func/sub-9075_ses-2_task-arrows,sub-9075/ses-2/func/sub-9075_ses-2_task-arrows,sub-9075/ses-2/func/sub-9075_ses-2_task-arrows,sub-9075/ses-2/func/sub-9075_ses-2_task-arrows
800,9075,2,faces,TRUE,sub-9075/ses-2/func/sub-9075_ses-2_task-faces,sub-9075/ses-2/func/sub-9075_ses-2_task-faces,sub-9075/ses-2/func/sub-9075_ses-2_task-faces,sub-9075/ses-2/func/sub-9075_ses-2_task-faces
801,9075,2,hands,TRUE,sub-9075/ses-2/func/sub-9075_ses-2_task-hands,sub-9075/ses-2/func/sub-9075_ses-2_task-hands,sub-9075/ses-2/func/sub-9075_ses-2_task-hands,sub-9075/ses-2/func/sub-9075_ses-2_task-hands
802,9075,2,rest,TRUE,sub-9075/ses-2/func/sub-9075_ses-2_task-rest,sub-9075/ses-2/func/sub-9075_ses-2_task-rest,sub-9075/ses-2/func/sub-9075_ses-2_task-rest,sub-9075/ses-2/func/sub-9075_ses-2_task-rest
803,9075,2,sleepiness,TRUE,sub-9075/ses-2/func/sub-9075_ses-2_task-sleepiness,sub-9075/ses-2/func/sub-9075_ses-2_task-sleepiness,sub-9075/ses-2/func/sub-9075_ses-2_task-sleepiness,sub-9075/ses-2/func/sub-9075_ses-2_task-sleepiness
201,9076,1,arrows,TRUE,sub-9076/ses-1/func/sub-9076_ses-1_task-arrows,sub-9076/ses-1/func/sub-9076_ses-1_task-arrows,sub-9076/ses-1/func/sub-9076_ses-1_task-arrows,sub-9076/ses-1/func/sub-9076_ses-1_task-arrows
203,9076,1,faces,TRUE,sub-9076/ses-1/func/sub-9076_ses-1_task-faces,sub-9076/ses-1/func/sub-9076_ses-1_task-faces,sub-9076/ses-1/func/sub-9076_ses-1_task-faces,sub-9076/ses-1/func/sub-9076_ses-1_task-faces
204,9076,1,hands,TRUE,sub-9076/ses-1/func/sub-9076_ses-1_task-hands,sub-9076/ses-1/func/sub-9076_ses-1_task-hands,sub-9076/ses-1/func/sub-9076_ses-1_task-hands,sub-9076/ses-1/func/sub-9076_ses-1_task-hands
200,9076,1,rest,TRUE,sub-9076/ses-1/func/sub-9076_ses-1_task-rest,sub-9076/ses-1/func/sub-9076_ses-1_task-rest,sub-9076/ses-1/func/sub-9076_ses-1_task-rest,sub-9076/ses-1/func/sub-9076_ses-1_task-rest
202,9076,1,sleepiness,TRUE,sub-9076/ses-1/func/sub-9076_ses-1_task-sleepiness,sub-9076/ses-1/func/sub-9076_ses-1_task-sleepiness,sub-9076/ses-1/func/sub-9076_ses-1_task-sleepiness,sub-9076/ses-1/func/sub-9076_ses-1_task-sleepiness
198,9076,2,arrows,TRUE,sub-9076/ses-2/func/sub-9076_ses-2_task-arrows,sub-9076/ses-2/func/sub-9076_ses-2_task-arrows,sub-9076/ses-2/func/sub-9076_ses-2_task-arrows,sub-9076/ses-2/func/sub-9076_ses-2_task-arrows
197,9076,2,faces,TRUE,sub-9076/ses-2/func/sub-9076_ses-2_task-faces,sub-9076/ses-2/func/sub-9076_ses-2_task-faces,sub-9076/ses-2/func/sub-9076_ses-2_task-faces,sub-9076/ses-2/func/sub-9076_ses-2_task-faces
196,9076,2,hands,TRUE,sub-9076/ses-2/func/sub-9076_ses-2_task-hands,sub-9076/ses-2/func/sub-9076_ses-2_task-hands,sub-9076/ses-2/func/sub-9076_ses-2_task-hands,sub-9076/ses-2/func/sub-9076_ses-2_task-hands
199,9076,2,rest,TRUE,sub-9076/ses-2/func/sub-9076_ses-2_task-rest,sub-9076/ses-2/func/sub-9076_ses-2_task-rest,sub-9076/ses-2/func/sub-9076_ses-2_task-rest,sub-9076/ses-2/func/sub-9076_ses-2_task-rest
195,9076,2,sleepiness,TRUE,sub-9076/ses-2/func/sub-9076_ses-2_task-sleepiness,sub-9076/ses-2/func/sub-9076_ses-2_task-sleepiness,sub-9076/ses-2/func/sub-9076_ses-2_task-sleepiness,sub-9076/ses-2/func/sub-9076_ses-2_task-sleepiness
221,9077,1,arrows,TRUE,sub-9077/ses-1/func/sub-9077_ses-1_task-arrows,sub-9077/ses-1/func/sub-9077_ses-1_task-arrows,sub-9077/ses-1/func/sub-9077_ses-1_task-arrows,sub-9077/ses-1/func/sub-9077_ses-1_task-arrows
224,9077,1,faces,TRUE,sub-9077/ses-1/func/sub-9077_ses-1_task-faces,sub-9077/ses-1/func/sub-9077_ses-1_task-faces,sub-9077/ses-1/func/sub-9077_ses-1_task-faces,sub-9077/ses-1/func/sub-9077_ses-1_task-faces
223,9077,1,hands,TRUE,sub-9077/ses-1/func/sub-9077_ses-1_task-hands,sub-9077/ses-1/func/sub-9077_ses-1_task-hands,sub-9077/ses-1/func/sub-9077_ses-1_task-hands,sub-9077/ses-1/func/sub-9077_ses-1_task-hands
