,subject,session,task,check,path,confounds_path,path,confounds_path
139,9041,2,arrows,TRUE,sub-9041/ses-2/func/sub-9041_ses-2_task-arrows,sub-9041/ses-2/func/sub-9041_ses-2_task-arrows,sub-9041/ses-2/func/sub-9041_ses-2_task-arrows,sub-9041/ses-2/func/sub-9041_ses-2_task-arrows
135,9041,2,faces,TRUE,sub-9041/ses-2/func/sub-9041_ses-2_task-faces,sub-9041/ses-2/func/sub-9041_ses-2_task-faces,sub-9041/ses-2/func/sub-9041_ses-2_task-faces,sub-9041/ses-2/func/sub-9041_ses-2_task-faces
138,9041,2,hands,TRUE,sub-9041/ses-2/func/sub-9041_ses-2_task-hands,sub-9041/ses-2/func/sub-9041_ses-2_task-hands,sub-9041/ses-2/func/sub-9041_ses-2_task-hands,sub-9041/ses-2/func/sub-9041_ses-2_task-hands
136,9041,2,rest,TRUE,sub-9041/ses-2/func/sub-9041_ses-2_task-rest,sub-9041/ses-2/func/sub-9041_ses-2_task-rest,sub-9041/ses-2/func/sub-9041_ses-2_task-rest,sub-9041/ses-2/func/sub-9041_ses-2_task-rest
137,9041,2,sleepiness,TRUE,sub-9041/ses-2/func/sub-9041_ses-2_task-sleepiness,sub-9041/ses-2/func/sub-9041_ses-2_task-sleepiness,sub-9041/ses-2/func/sub-9041_ses-2_task-sleepiness,sub-9041/ses-2/func/sub-9041_ses-2_task-sleepiness
263,9042,1,arrows,TRUE,sub-9042/ses-1/func/sub-9042_ses-1_task-arrows,sub-9042/ses-1/func/sub-9042_ses-1_task-arrows,sub-9042/ses-1/func/sub-9042_ses-1_task-arrows,sub-9042/ses-1/func/sub-9042_ses-1_task-arrows
261,9042,1,faces,TRUE,sub-9042/ses-1/func/sub-9042_ses-1_task-faces,sub-9042/ses-1/func/sub-9042_ses-1_task-faces,sub-9042/ses-1/func/sub-9042_ses-1_task-faces,sub-9042/ses-1/func/sub-9042_ses-1_task-faces
262,9042,1,hands,TRUE,sub-9042/ses-1/func/sub-9042_ses-1_task-hands,sub-9042/ses-1/func/sub-9042_ses-1_task-hands,sub-9042/ses-1/func/sub-9042_ses-1_task-hands,sub-9042/ses-1/func/sub-9042_ses-1_task-hands
265,9042,1,rest,TRUE,sub-9042/ses-1/func/sub-9042_ses-1_task-rest,sub-9042/ses-1/func/sub-9042_ses-1_task-rest,sub-9042/ses-1/func/sub-9042_ses-1_task-rest,sub-9042/ses-1/func/sub-9042_ses-1_task-rest
264,9042,1,sleepiness,TRUE,sub-9042/ses-1/func/sub-9042_ses-1_task-sleepiness,sub-9042/ses-1/func/sub-9042_ses-1_task-sleepiness,sub-9042/ses-1/func/sub-9042_ses-1_task-sleepiness,sub-9042/ses-1/func/sub-9042_ses-1_task-sleepiness
257,9042,2,arrows,TRUE,sub-9042/ses-2/func/sub-9042_ses-2_task-arrows,sub-9042/ses-2/func/sub-9042_ses-2_task-arrows,sub-9042/ses-2/func/sub-9042_ses-2_task-arrows,sub-9042/ses-2/func/sub-9042_ses-2_task-arrows
255,9042,2,faces,TRUE,sub-9042/ses-2/func/sub-9042_ses-2_task-faces_run-1,sub-9042/ses-2/func/sub-9042_ses-2_task-faces_run-1,sub-9042/ses-2/func/sub-9042_ses-2_task-faces_run-1,sub-9042/ses-2/func/sub-9042_ses-2_task-faces_run-1
260,9042,2,faces,TRUE,sub-9042/ses-2/func/sub-9042_ses-2_task-faces_run-2,sub-9042/ses-2/func/sub-9042_ses-2_task-faces_run-2,sub-9042/ses-2/func/sub-9042_ses-2_task-faces_run-2,sub-9042/ses-2/func/sub-9042_ses-2_task-faces_run-2
256,9042,2,hands,TRUE,sub-9042/ses-2/func/sub-9042_ses-2_task-hands,sub-9042/ses-2/func/sub-9042_ses-2_task-hands,sub-9042/ses-2/func/sub-9042_ses-2_task-hands,sub-9042/ses-2/func/sub-9042_ses-2_task-hands
259,9042,2,rest,TRUE,sub-9042/ses-2/func/sub-9042_ses-2_task-rest,sub-9042/ses-2/func/sub-9042_ses-2_task-rest,sub-9042/ses-2/func/sub-9042_ses-2_task-rest,sub-9042/ses-2/func/sub-9042_ses-2_task-rest
258,9042,2,sleepiness,TRUE,sub-9042/ses-2/func/sub-9042_ses-2_task-sleepiness,sub-9042/ses-2/func/sub-9042_ses-2_task-sleepiness,sub-9042/ses-2/func/sub-9042_ses-2_task-sleepiness,sub-9042/ses-2/func/sub-9042_ses-2_task-sleepiness
33,9044,1,arrows,TRUE,sub-9044/ses-1/func/sub-9044_ses-1_task-arrows,sub-9044/ses-1/func/sub-9044_ses-1_task-arrows,sub-9044/ses-1/func/sub-9044_ses-1_task-arrows,sub-9044/ses-1/func/sub-9044_ses-1_task-arrows
30,9044,1,faces,TRUE,sub-9044/ses-1/func/sub-9044_ses-1_task-faces,sub-9044/ses-1/func/sub-9044_ses-1_task-faces,sub-9044/ses-1/func/sub-9044_ses-1_task-faces,sub-9044/ses-1/func/sub-9044_ses-1_task-faces
32,9044,1,hands,TRUE,sub-9044/ses-1/func/sub-9044_ses-1_task-hands,sub-9044/ses-1/func/sub-9044_ses-1_task-hands,sub-9044/ses-1/func/sub-9044_ses-1_task-hands,sub-9044/ses-1/func/sub-9044_ses-1_task-hands
31,9044,1,rest,TRUE,sub-9044/ses-1/func/sub-9044_ses-1_task-rest,sub-9044/ses-1/func/sub-9044_ses-1_task-rest,sub-9044/ses-1/func/sub-9044_ses-1_task-rest,sub-9044/ses-1/func/sub-9044_ses-1_task-rest
34,9044,1,sleepiness,TRUE,sub-9044/ses-1/func/sub-9044_ses-1_task-sleepiness,sub-9044/ses-1/func/sub-9044_ses-1_task-sleepiness,sub-9044/ses-1/func/sub-9044_ses-1_task-sleepiness,sub-9044/ses-1/func/sub-9044_ses-1_task-sleepiness
73,9045,1,arrows,TRUE,sub-9045/ses-1/func/sub-9045_ses-1_task-arrows,sub-9045/ses-1/func/sub-9045_ses-1_task-arrows,sub-9045/ses-1/func/sub-9045_ses-1_task-arrows,sub-9045/ses-1/func/sub-9045_ses-1_task-arrows
71,9045,1,faces,TRUE,sub-9045/ses-1/func/sub-9045_ses-1_task-faces,sub-9045/ses-1/func/sub-9045_ses-1_task-faces,sub-9045/ses-1/func/sub-9045_ses-1_task-faces,sub-9045/ses-1/func/sub-9045_ses-1_task-faces
72,9045,1,hands,TRUE,sub-9045/ses-1/func/sub-9045_ses-1_task-hands,sub-9045/ses-1/func/sub-9045_ses-1_task-hands,sub-9045/ses-1/func/sub-9045_ses-1_task-hands,sub-9045/ses-1/func/sub-9045_ses-1_task-hands
70,9045,1,rest,TRUE,sub-9045/ses-1/func/sub-9045_ses-1_task-rest,sub-9045/ses-1/func/sub-9045_ses-1_task-rest,sub-9045/ses-1/func/sub-9045_ses-1_task-rest,sub-9045/ses-1/func/sub-9045_ses-1_task-rest
74,9045,1,sleepiness,TRUE,sub-9045/ses-1/func/sub-9045_ses-1_task-sleepiness,sub-9045/ses-1/func/sub-9045_ses-1_task-sleepiness,sub-9045/ses-1/func/sub-9045_ses-1_task-sleepiness,sub-9045/ses-1/func/sub-9045_ses-1_task-sleepiness
68,9045,2,arrows,TRUE,sub-9045/ses-2/func/sub-9045_ses-2_task-arrows,sub-9045/ses-2/func/sub-9045_ses-2_task-arrows,sub-9045/ses-2/func/sub-9045_ses-2_task-arrows,sub-9045/ses-2/func/sub-9045_ses-2_task-arrows
67,9045,2,faces,TRUE,sub-9045/ses-2/func/sub-9045_ses-2_task-faces,sub-9045/ses-2/func/sub-9045_ses-2_task-faces,sub-9045/ses-2/func/sub-9045_ses-2_task-faces,sub-9045/ses-2/func/sub-9045_ses-2_task-faces
66,9045,2,hands,TRUE,sub-9045/ses-2/func/sub-9045_ses-2_task-hands,sub-9045/ses-2/func/sub-9045_ses-2_task-hands,sub-9045/ses-2/func/sub-9045_ses-2_task-hands,sub-9045/ses-2/func/sub-9045_ses-2_task-hands
69,9045,2,rest,TRUE,sub-9045/ses-2/func/sub-9045_ses-2_task-rest,sub-9045/ses-2/func/sub-9045_ses-2_task-rest,sub-9045/ses-2/func/sub-9045_ses-2_task-rest,sub-9045/ses-2/func/sub-9045_ses-2_task-rest
65,9045,2,sleepiness,TRUE,sub-9045/ses-2/func/sub-9045_ses-2_task-sleepiness,sub-9045/ses-2/func/sub-9045_ses-2_task-sleepiness,sub-9045/ses-2/func/sub-9045_ses-2_task-sleepiness,sub-9045/ses-2/func/sub-9045_ses-2_task-sleepiness
746,9046,1,arrows,TRUE,sub-9046/ses-1/func/sub-9046_ses-1_task-arrows,sub-9046/ses-1/func/sub-9046_ses-1_task-arrows,sub-9046/ses-1/func/sub-9046_ses-1_task-arrows,sub-9046/ses-1/func/sub-9046_ses-1_task-arrows
745,9046,1,faces,TRUE,sub-9046/ses-1/func/sub-9046_ses-1_task-faces,sub-9046/ses-1/func/sub-9046_ses-1_task-faces,sub-9046/ses-1/func/sub-9046_ses-1_task-faces,sub-9046/ses-1/func/sub-9046_ses-1_task-faces
742,9046,1,hands,TRUE,sub-9046/ses-1/func/sub-9046_ses-1_task-hands,sub-9046/ses-1/func/sub-9046_ses-1_task-hands,sub-9046/ses-1/func/sub-9046_ses-1_task-hands,sub-9046/ses-1/func/sub-9046_ses-1_task-hands
744,9046,1,rest,TRUE,sub-9046/ses-1/func/sub-9046_ses-1_task-rest,sub-9046/ses-1/func/sub-9046_ses-1_task-rest,sub-9046/ses-1/func/sub-9046_ses-1_task-rest,sub-9046/ses-1/func/sub-9046_ses-1_task-rest
743,9046,1,sleepiness,TRUE,sub-9046/ses-1/func/sub-9046_ses-1_task-sleepiness,sub-9046/ses-1/func/sub-9046_ses-1_task-sleepiness,sub-9046/ses-1/func/sub-9046_ses-1_task-sleepiness,sub-9046/ses-1/func/sub-9046_ses-1_task-sleepiness
737,9046,2,arrows,TRUE,sub-9046/ses-2/func/sub-9046_ses-2_task-arrows,sub-9046/ses-2/func/sub-9046_ses-2_task-arrows,sub-9046/ses-2/func/sub-9046_ses-2_task-arrows,sub-9046/ses-2/func/sub-9046_ses-2_task-arrows
739,9046,2,faces,TRUE,sub-9046/ses-2/func/sub-9046_ses-2_task-faces,sub-9046/ses-2/func/sub-9046_ses-2_task-faces,sub-9046/ses-2/func/sub-9046_ses-2_task-faces,sub-9046/ses-2/func/sub-9046_ses-2_task-faces
741,9046,2,hands,TRUE,sub-9046/ses-2/func/sub-9046_ses-2_task-hands,sub-9046/ses-2/func/sub-9046_ses-2_task-hands,sub-9046/ses-2/func/sub-9046_ses-2_task-hands,sub-9046/ses-2/func/sub-9046_ses-2_task-hands
738,9046,2,rest,TRUE,sub-9046/ses-2/func/sub-9046_ses-2_task-rest,sub-9046/ses-2/func/sub-9046_ses-2_task-rest,sub-9046/ses-2/func/sub-9046_ses-2_task-rest,sub-9046/ses-2/func/sub-9046_ses-2_task-rest
740,9046,2,sleepiness,TRUE,sub-9046/ses-2/func/sub-9046_ses-2_task-sleepiness,sub-9046/ses-2/func/sub-9046_ses-2_task-sleepiness,sub-9046/ses-2/func/sub-9046_ses-2_task-sleepiness,sub-9046/ses-2/func/sub-9046_ses-2_task-sleepiness
44,9047,1,arrows,TRUE,sub-9047/ses-1/func/sub-9047_ses-1_task-arrows,sub-9047/ses-1/func/sub-9047_ses-1_task-arrows,sub-9047/ses-1/func/sub-9047_ses-1_task-arrows,sub-9047/ses-1/func/sub-9047_ses-1_task-arrows
41,9047,1,faces,TRUE,sub-9047/ses-1/func/sub-9047_ses-1_task-faces,sub-9047/ses-1/func/sub-9047_ses-1_task-faces,sub-9047/ses-1/func/sub-9047_ses-1_task-faces,sub-9047/ses-1/func/sub-9047_ses-1_task-faces
42,9047,1,hands,TRUE,sub-9047/ses-1/func/sub-9047_ses-1_task-hands,sub-9047/ses-1/func/sub-9047_ses-1_task-hands,sub-9047/ses-1/func/sub-9047_ses-1_task-hands,sub-9047/ses-1/func/sub-9047_ses-1_task-hands
40,9047,1,rest,TRUE,sub-9047/ses-1/func/sub-9047_ses-1_task-rest,sub-9047/ses-1/func/sub-9047_ses-1_task-rest,sub-9047/ses-1/func/sub-9047_ses-1_task-rest,sub-9047/ses-1/func/sub-9047_ses-1_task-rest
43,9047,1,sleepiness,TRUE,sub-9047/ses-1/func/sub-9047_ses-1_task-sleepiness,sub-9047/ses-1/func/sub-9047_ses-1_task-sleepiness,sub-9047/ses-1/func/sub-9047_ses-1_task-sleepiness,sub-9047/ses-1/func/sub-9047_ses-1_task-sleepiness
37,9047,2,arrows,TRUE,sub-9047/ses-2/func/sub-9047_ses-2_task-arrows,sub-9047/ses-2/func/sub-9047_ses-2_task-arrows,sub-9047/ses-2/func/sub-9047_ses-2_task-arrows,sub-9047/ses-2/func/sub-9047_ses-2_task-arrows
36,9047,2,faces,TRUE,sub-9047/ses-2/func/sub-9047_ses-2_task-faces,sub-9047/ses-2/func/sub-9047_ses-2_task-faces,sub-9047/ses-2/func/sub-9047_ses-2_task-faces,sub-9047/ses-2/func/sub-9047_ses-2_task-faces
39,9047,2,hands,TRUE,sub-9047/ses-2/func/sub-9047_ses-2_task-hands,sub-9047/ses-2/func/sub-9047_ses-2_task-hands,sub-9047/ses-2/func/sub-9047_ses-2_task-hands,sub-9047/ses-2/func/sub-9047_ses-2_task-hands
38,9047,2,rest,TRUE,sub-9047/ses-2/func/sub-9047_ses-2_task-rest,sub-9047/ses-2/func/sub-9047_ses-2_task-rest,sub-9047/ses-2/func/sub-9047_ses-2_task-rest,sub-9047/ses-2/func/sub-9047_ses-2_task-rest
35,9047,2,sleepiness,TRUE,sub-9047/ses-2/func/sub-9047_ses-2_task-sleepiness,sub-9047/ses-2/func/sub-9047_ses-2_task-sleepiness,sub-9047/ses-2/func/sub-9047_ses-2_task-sleepiness,sub-9047/ses-2/func/sub-9047_ses-2_task-sleepiness
101,9048,1,arrows,TRUE,sub-9048/ses-1/func/sub-9048_ses-1_task-arrows,sub-9048/ses-1/func/sub-9048_ses-1_task-arrows,sub-9048/ses-1/func/sub-9048_ses-1_task-arrows,sub-9048/ses-1/func/sub-9048_ses-1_task-arrows
103,9048,1,faces,TRUE,sub-9048/ses-1/func/sub-9048_ses-1_task-faces,sub-9048/ses-1/func/sub-9048_ses-1_task-faces,sub-9048/ses-1/func/sub-9048_ses-1_task-faces,sub-9048/ses-1/func/sub-9048_ses-1_task-faces
100,9048,1,hands,TRUE,sub-9048/ses-1/func/sub-9048_ses-1_task-hands,sub-9048/ses-1/func/sub-9048_ses-1_task-hands,sub-9048/ses-1/func/sub-9048_ses-1_task-hands,sub-9048/ses-1/func/sub-9048_ses-1_task-hands
102,9048,1,rest,TRUE,sub-9048/ses-1/func/sub-9048_ses-1_task-rest,sub-9048/ses-1/func/sub-9048_ses-1_task-rest,sub-9048/ses-1/func/sub-9048_ses-1_task-rest,sub-9048/ses-1/func/sub-9048_ses-1_task-rest
104,9048,1,sleepiness,TRUE,sub-9048/ses-1/func/sub-9048_ses-1_task-sleepiness,sub-9048/ses-1/func/sub-9048_ses-1_task-sleepiness,sub-9048/ses-1/func/sub-9048_ses-1_task-sleepiness,sub-9048/ses-1/func/sub-9048_ses-1_task-sleepiness
96,9048,2,arrows,TRUE,sub-9048/ses-2/func/sub-9048_ses-2_task-arrows,sub-9048/ses-2/func/sub-9048_ses-2_task-arrows,sub-9048/ses-2/func/sub-9048_ses-2_task-arrows,sub-9048/ses-2/func/sub-9048_ses-2_task-arrows
98,9048,2,faces,TRUE,sub-9048/ses-2/func/sub-9048_ses-2_task-faces,sub-9048/ses-2/func/sub-9048_ses-2_task-faces,sub-9048/ses-2/func/sub-9048_ses-2_task-faces,sub-9048/ses-2/func/sub-9048_ses-2_task-faces
95,9048,2,hands,TRUE,sub-9048/ses-2/func/sub-9048_ses-2_task-hands,sub-9048/ses-2/func/sub-9048_ses-2_task-hands,sub-9048/ses-2/func/sub-9048_ses-2_task-hands,sub-9048/ses-2/func/sub-9048_ses-2_task-hands
99,9048,2,rest,TRUE,sub-9048/ses-2/func/sub-9048_ses-2_task-rest,sub-9048/ses-2/func/sub-9048_ses-2_task-rest,sub-9048/ses-2/func/sub-9048_ses-2_task-rest,sub-9048/ses-2/func/sub-9048_ses-2_task-rest
97,9048,2,sleepiness,TRUE,sub-9048/ses-2/func/sub-9048_ses-2_task-sleepiness,sub-9048/ses-2/func/sub-9048_ses-2_task-sleepiness,sub-9048/ses-2/func/sub-9048_ses-2_task-sleepiness,sub-9048/ses-2/func/sub-9048_ses-2_task-sleepiness
150,9049,1,arrows,TRUE,sub-9049/ses-1/func/sub-9049_ses-1_task-arrows,sub-9049/ses-1/func/sub-9049_ses-1_task-arrows,sub-9049/ses-1/func/sub-9049_ses-1_task-arrows,sub-9049/ses-1/func/sub-9049_ses-1_task-arrows
152,9049,1,faces,TRUE,sub-9049/ses-1/func/sub-9049_ses-1_task-faces,sub-9049/ses-1/func/sub-9049_ses-1_task-faces,sub-9049/ses-1/func/sub-9049_ses-1_task-faces,sub-9049/ses-1/func/sub-9049_ses-1_task-faces
154,9049,1,hands,TRUE,sub-9049/ses-1/func/sub-9049_ses-1_task-hands,sub-9049/ses-1/func/sub-9049_ses-1_task-hands,sub-9049/ses-1/func/sub-9049_ses-1_task-hands,sub-9049/ses-1/func/sub-9049_ses-1_task-hands
153,9049,1,rest,TRUE,sub-9049/ses-1/func/sub-9049_ses-1_task-rest,sub-9049/ses-1/func/sub-9049_ses-1_task-rest,sub-9049/ses-1/func/sub-9049_ses-1_task-rest,sub-9049/ses-1/func/sub-9049_ses-1_task-rest
151,9049,1,sleepiness,TRUE,sub-9049/ses-1/func/sub-9049_ses-1_task-sleepiness,sub-9049/ses-1/func/sub-9049_ses-1_task-sleepiness,sub-9049/ses-1/func/sub-9049_ses-1_task-sleepiness,sub-9049/ses-1/func/sub-9049_ses-1_task-sleepiness
147,9049,2,arrows,TRUE,sub-9049/ses-2/func/sub-9049_ses-2_task-arrows,sub-9049/ses-2/func/sub-9049_ses-2_task-arrows,sub-9049/ses-2/func/sub-9049_ses-2_task-arrows,sub-9049/ses-2/func/sub-9049_ses-2_task-arrows
149,9049,2,faces,TRUE,sub-9049/ses-2/func/sub-9049_ses-2_task-faces,sub-9049/ses-2/func/sub-9049_ses-2_task-faces,sub-9049/ses-2/func/sub-9049_ses-2_task-faces,sub-9049/ses-2/func/sub-9049_ses-2_task-faces
148,9049,2,hands,TRUE,sub-9049/ses-2/func/sub-9049_ses-2_task-hands,sub-9049/ses-2/func/sub-9049_ses-2_task-hands,sub-9049/ses-2/func/sub-9049_ses-2_task-hands,sub-9049/ses-2/func/sub-9049_ses-2_task-hands
146,9049,2,rest,TRUE,sub-9049/ses-2/func/sub-9049_ses-2_task-rest,sub-9049/ses-2/func/sub-9049_ses-2_task-rest,sub-9049/ses-2/func/sub-9049_ses-2_task-rest,sub-9049/ses-2/func/sub-9049_ses-2_task-rest
145,9049,2,sleepiness,TRUE,sub-9049/ses-2/func/sub-9049_ses-2_task-sleepiness,sub-9049/ses-2/func/sub-9049_ses-2_task-sleepiness,sub-9049/ses-2/func/sub-9049_ses-2_task-sleepiness,sub-9049/ses-2/func/sub-9049_ses-2_task-sleepiness
408,9050,1,arrows,TRUE,sub-9050/ses-1/func/sub-9050_ses-1_task-arrows,sub-9050/ses-1/func/sub-9050_ses-1_task-arrows,sub-9050/ses-1/func/sub-9050_ses-1_task-arrows,sub-9050/ses-1/func/sub-9050_ses-1_task-arrows
407,9050,1,faces,TRUE,sub-9050/ses-1/func/sub-9050_ses-1_task-faces,sub-9050/ses-1/func/sub-9050_ses-1_task-faces,sub-9050/ses-1/func/sub-9050_ses-1_task-faces,sub-9050/ses-1/func/sub-9050_ses-1_task-faces
411,9050,1,hands,TRUE,sub-9050/ses-1/func/sub-9050_ses-1_task-hands,sub-9050/ses-1/func/sub-9050_ses-1_task-hands,sub-9050/ses-1/func/sub-9050_ses-1_task-hands,sub-9050/ses-1/func/sub-9050_ses-1_task-hands
410,9050,1,rest,TRUE,sub-9050/ses-1/func/sub-9050_ses-1_task-rest,sub-9050/ses-1/func/sub-9050_ses-1_task-rest,sub-9050/ses-1/func/sub-9050_ses-1_task-rest,sub-9050/ses-1/func/sub-9050_ses-1_task-rest
409,9050,1,sleepiness,TRUE,sub-9050/ses-1/func/sub-9050_ses-1_task-sleepiness,sub-9050/ses-1/func/sub-9050_ses-1_task-sleepiness,sub-9050/ses-1/func/sub-9050_ses-1_task-sleepiness,sub-9050/ses-1/func/sub-9050_ses-1_task-sleepiness
403,9050,2,arrows,TRUE,sub-9050/ses-2/func/sub-9050_ses-2_task-arrows,sub-9050/ses-2/func/sub-9050_ses-2_task-arrows,sub-9050/ses-2/func/sub-9050_ses-2_task-arrows,sub-9050/ses-2/func/sub-9050_ses-2_task-arrows
406,9050,2,faces,TRUE,sub-9050/ses-2/func/sub-9050_ses-2_task-faces,sub-9050/ses-2/func/sub-9050_ses-2_task-faces,sub-9050/ses-2/func/sub-9050_ses-2_task-faces,sub-9050/ses-2/func/sub-9050_ses-2_task-faces
405,9050,2,hands,TRUE,sub-9050/ses-2/func/sub-9050_ses-2_task-hands,sub-9050/ses-2/func/sub-9050_ses-2_task-hands,sub-9050/ses-2/func/sub-9050_ses-2_task-hands,sub-9050/ses-2/func/sub-9050_ses-2_task-hands
402,9050,2,rest,TRUE,sub-9050/ses-2/func/sub-9050_ses-2_task-rest,sub-9050/ses-2/func/sub-9050_ses-2_task-rest,sub-9050/ses-2/func/sub-9050_ses-2_task-rest,sub-9050/ses-2/func/sub-9050_ses-2_task-rest
404,9050,2,sleepiness,TRUE,sub-9050/ses-2/func/sub-9050_ses-2_task-sleepiness,sub-9050/ses-2/func/sub-9050_ses-2_task-sleepiness,sub-9050/ses-2/func/sub-9050_ses-2_task-sleepiness,sub-9050/ses-2/func/sub-9050_ses-2_task-sleepiness
250,9053,1,arrows,TRUE,sub-9053/ses-1/func/sub-9053_ses-1_task-arrows,sub-9053/ses-1/func/sub-9053_ses-1_task-arrows,sub-9053/ses-1/func/sub-9053_ses-1_task-arrows,sub-9053/ses-1/func/sub-9053_ses-1_task-arrows
253,9053,1,faces,TRUE,sub-9053/ses-1/func/sub-9053_ses-1_task-faces,sub-9053/ses-1/func/sub-9053_ses-1_task-faces,sub-9053/ses-1/func/sub-9053_ses-1_task-faces,sub-9053/ses-1/func/sub-9053_ses-1_task-faces
251,9053,1,hands,TRUE,sub-9053/ses-1/func/sub-9053_ses-1_task-hands,sub-9053/ses-1/func/sub-9053_ses-1_task-hands,sub-9053/ses-1/func/sub-9053_ses-1_task-hands,sub-9053/ses-1/func/sub-9053_ses-1_task-hands
254,9053,1,rest,TRUE,sub-9053/ses-1/func/sub-9053_ses-1_task-rest,sub-9053/ses-1/func/sub-9053_ses-1_task-rest,sub-9053/ses-1/func/sub-9053_ses-1_task-rest,sub-9053/ses-1/func/sub-9053_ses-1_task-rest
252,9053,1,sleepiness,TRUE,sub-9053/ses-1/func/sub-9053_ses-1_task-sleepiness,sub-9053/ses-1/func/sub-9053_ses-1_task-sleepiness,sub-9053/ses-1/func/sub-9053_ses-1_task-sleepiness,sub-9053/ses-1/func/sub-9053_ses-1_task-sleepiness
249,9053,2,arrows,TRUE,sub-9053/ses-2/func/sub-9053_ses-2_task-arrows,sub-9053/ses-2/func/sub-9053_ses-2_task-arrows,sub-9053/ses-2/func/sub-9053_ses-2_task-arrows,sub-9053/ses-2/func/sub-9053_ses-2_task-arrows
246,9053,2,faces,TRUE,sub-9053/ses-2/func/sub-9053_ses-2_task-faces,sub-9053/ses-2/func/sub-9053_ses-2_task-faces,sub-9053/ses-2/func/sub-9053_ses-2_task-faces,sub-9053/ses-2/func/sub-9053_ses-2_task-faces
245,9053,2,hands,TRUE,sub-9053/ses-2/func/sub-9053_ses-2_task-hands,sub-9053/ses-2/func/sub-9053_ses-2_task-hands,sub-9053/ses-2/func/sub-9053_ses-2_task-hands,sub-9053/ses-2/func/sub-9053_ses-2_task-hands
247,9053,2,rest,TRUE,sub-9053/ses-2/func/sub-9053_ses-2_task-rest,sub-9053/ses-2/func/sub-9053_ses-2_task-rest,sub-9053/ses-2/func/sub-9053_ses-2_task-rest,sub-9053/ses-2/func/sub-9053_ses-2_task-rest
248,9053,2,sleepiness,TRUE,sub-9053/ses-2/func/sub-9053_ses-2_task-sleepiness,sub-9053/ses-2/func/sub-9053_ses-2_task-sleepiness,sub-9053/ses-2/func/sub-9053_ses-2_task-sleepiness,sub-9053/ses-2/func/sub-9053_ses-2_task-sleepiness
610,9054,1,arrows,TRUE,sub-9054/ses-1/func/sub-9054_ses-1_task-arrows,sub-9054/ses-1/func/sub-9054_ses-1_task-arrows,sub-9054/ses-1/func/sub-9054_ses-1_task-arrows,sub-9054/ses-1/func/sub-9054_ses-1_task-arrows
611,9054,1,faces,TRUE,sub-9054/ses-1/func/sub-9054_ses-1_task-faces,sub-9054/ses-1/func/sub-9054_ses-1_task-faces,sub-9054/ses-1/func/sub-9054_ses-1_task-faces,sub-9054/ses-1/func/sub-9054_ses-1_task-faces
607,9054,1,hands,TRUE,sub-9054/ses-1/func/sub-9054_ses-1_task-hands,sub-9054/ses-1/func/sub-9054_ses-1_task-hands,sub-9054/ses-1/func/sub-9054_ses-1_task-hands,sub-9054/ses-1/func/sub-9054_ses-1_task-hands
609,9054,1,rest,TRUE,sub-9054/ses-1/func/sub-9054_ses-1_task-rest,sub-9054/ses-1/func/sub-9054_ses-1_task-rest,sub-9054/ses-1/func/sub-9054_ses-1_task-rest,sub-9054/ses-1/func/sub-9054_ses-1_task-rest
608,9054,1,sleepiness,TRUE,sub-9054/ses-1/func/sub-9054_ses-1_task-sleepiness,sub-9054/ses-1/func/sub-9054_ses-1_task-sleepiness,sub-9054/ses-1/func/sub-9054_ses-1_task-sleepiness,sub-9054/ses-1/func/sub-9054_ses-1_task-sleepiness
604,9054,2,arrows,TRUE,sub-9054/ses-2/func/sub-9054_ses-2_task-arrows,sub-9054/ses-2/func/sub-9054_ses-2_task-arrows,sub-9054/ses-2/func/sub-9054_ses-2_task-arrows,sub-9054/ses-2/func/sub-9054_ses-2_task-arrows
603,9054,2,faces,TRUE,sub-9054/ses-2/func/sub-9054_ses-2_task-faces,sub-9054/ses-2/func/sub-9054_ses-2_task-faces,sub-9054/ses-2/func/sub-9054_ses-2_task-faces,sub-9054/ses-2/func/sub-9054_ses-2_task-faces
606,9054,2,hands,TRUE,sub-9054/ses-2/func/sub-9054_ses-2_task-hands,sub-9054/ses-2/func/sub-9054_ses-2_task-hands,sub-9054/ses-2/func/sub-9054_ses-2_task-hands,sub-9054/ses-2/func/sub-9054_ses-2_task-hands
602,9054,2,rest,TRUE,sub-9054/ses-2/func/sub-9054_ses-2_task-rest,sub-9054/ses-2/func/sub-9054_ses-2_task-rest,sub-9054/ses-2/func/sub-9054_ses-2_task-rest,sub-9054/ses-2/func/sub-9054_ses-2_task-rest
605,9054,2,sleepiness,TRUE,sub-9054/ses-2/func/sub-9054_ses-2_task-sleepiness,sub-9054/ses-2/func/sub-9054_ses-2_task-sleepiness,sub-9054/ses-2/func/sub-9054_ses-2_task-sleepiness,sub-9054/ses-2/func/sub-9054_ses-2_task-sleepiness
161,9055,1,arrows,TRUE,sub-9055/ses-1/func/sub-9055_ses-1_task-arrows,sub-9055/ses-1/func/sub-9055_ses-1_task-arrows,sub-9055/ses-1/func/sub-9055_ses-1_task-arrows,sub-9055/ses-1/func/sub-9055_ses-1_task-arrows
162,9055,1,faces,TRUE,sub-9055/ses-1/func/sub-9055_ses-1_task-faces,sub-9055/ses-1/func/sub-9055_ses-1_task-faces,sub-9055/ses-1/func/sub-9055_ses-1_task-faces,sub-9055/ses-1/func/sub-9055_ses-1_task-faces
